text,label
chi tiết đẹp đấy,POS
đm đi học bị mấy con điên này đuổi cắn dume vì nó mà tao sợ quá chạy té sấp mặt luôn trầy hết con mẹ nó tay chân thứ dòng đỹ gì đâu á :,NEG
bếp lò xô nấu bằng dầu hôi đây mà !,NEU
per dume đái trong quần,NEG
người ta dùng kiến lá ông lại dùng kiến cứt thì thua ông rồi,NEG
rớt giá kinh khủng khiếp huhu,NEG
mai đến phòng đi tập luôn,NEU
per bây giờ thì không nói nhưng mà cảm giác phủ nhận vai trò bà thảo ngày xưa vl không chị đọc thấy viết khập khiễng quá :,NEG
aw giống tao vậy mấy thứ linh tinh tao còn để nguyên vào 1 cái hộp bự cơ,NEU
:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: bo tay chấm cơm hahaha,NEU
giờ mới biết,NEU
cmt thế thôi chứ thật ra còn trả dám ấn vào video để xem đời tao tởm nhất là lũ nhện mà hay gặp vãi :,NEG
cái loại ngu si này nên nhốt nó tù chung thân lao động công ích cho nhà tù để giúp ích lại những cái nó đã phá hoại,NEG
mẹ con điên,NEG
tuyệt vời aeon mall có khác,POS
loạn luân cũng được đcm ạ,NEG
tội cả con quá :loudly_crying_face::loudly_crying_face: một lũ vô nhân tính đã hủy hoại những mầm non tương lai,NEG
là con bé con điên khùng và phiền vãi nhưng bạn vẫn yêu nó vãi chưởng :,POS
mịa thằng ghép nhạc :,NEG
chợt nhớ câu hát ông bà anh yêu nhau thời chưa có xe hơi,NEU
thôi ctay đi chứ yêu con người như này chả chết vì bệnh mà chết vì vô tâm mất,NEG
per người đừng hành hạ tuôi như thế nào nữa,NEG
lạc quan lên cưng :red_heart:,POS
cách xử lý của cô chủ nhiệm quá tồi,NEG
bọn chủ tịch đến chưa chúng mày ?,NEU
giống tao nhưng tay trái tao có thẹo do mẹ tao xưa cắt trúng nên nhìn thẹo để phân biệt thôi chứ kêu phải ứng liền là không được,NEU
vào sg 50k không cũng mua 100k không cũng mua ! ha ha,NEU
nó lại hợp lí vãi,POS
quỳ vậy thôi có gì mà phạt giáo viên nhỉ riết phụ huynh giờ thấy làm quá đáng thiệt,NEG
lớp tao tỉnh rụi đi học chứ có phải đi chết đéo đâu mà khóc lóc :,NEG
ngày xưa mỗi lần tao làm ồn là ngoại tao liền la hoặc lấy roi đánh :grinning_face_with_sweat: nhưng lúc đó vui lắm :smiling_face_with_smiling_eyes:,POS
em cũng đi lead này nhưng đừng gọi em là ninja được không xin luôn đấy,NEU
tự nhiên nhớ cái cảnh 2 con bánh bèo bị ngỗng dí quá :grinning_face_with_sweat::grinning_face_with_sweat: per,NEU
thề nhìn họ hôn nhau thôi mà nổi hết gai ốc chưa dám nghĩ tới xxx chắc thốn lắm lạnh sống lưng thật,NEG
dù s đi nữa thì mày vẫn xinh cố lên,POS
sài gòn vẫn có cách sống rất nhân văn,POS
đi ngoài đường trái phải còn không biết mà vẫn sống thì giỏi đấy nhỉ,NEG
thật vi diệu,POS
nuôi sao mà trông béo tốt thế kia :v chỉ bí quyết đi,POS
agribank thì bình quân bao nhiêu nhỉ mấy cán bộ agri thấy hách lắm,NEG
ly hôn kiểu này thì không cần tới bước cuối cùng chỉ cần tới bước tính xem trả lại tiền mừng là tao bỏ ngay ý định ly hôn luôn rồi kkkk,POS
nhìn mặt đã thấy hãm mọi người chửi bỏ mẹ con mẹ phụ huynh đi,NEG
mày không được ăn đồ chua nhưng phòng toàn xoài chua :,NEG
per bày đặt ngày hôm qua đã từng đồ,NEG
sau khi bố xem video của con xong thì bố rút ra 1 điều bố không chỉ chửi con lúc con cầm đũa mà bố sẽ chửi con cả ngày thân ái yêu con,NEG
có đứa nào hồi bé không biết nấu còn tranh làm rồi quên không đổ nước như tao không :,NEU
đỉnh của đỉnh :slightly_smiling_face:,POS
các bác cứ tích cực vào em chả quan tâm,NEU
ở việt nam mà vác dao rạch tại chỗ thể này người nhà nó chả đấm cho sưng mõm rồi :full_moon_face:,NEG
trung thu là ngày cho trẻ em chứ đéo phải ngày tạo ra trẻ em nhé dume bọn có gấu tém tém lại kiểm tra xem có thêm cái sừng nào không ?,NEG
per tao nghĩ nên triệt sản mày,NEG
rẻ nhỉ sao có thể giảm tới mức đó vậy ta,NEU
có rồi mà nghén rồi nè hihi,POS
qtrong là mày phải có tiền chứ nghèo xem,NEG
anh đừng bỏ em đi mà :crying_face:,NEG
người ghép có tâm :beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes:,POS
per hôm nào chụp kiểu nhỉ,NEU
per bất hạnh vãi mà tao với mày đéo tạo được niềm vui :v,NEG
gu âm nhạc óc chó mới nghr cái bài này toàn đú theo mấy cái thể loại hãm,NEG
mỗi năm cũng xem lại đôi lần,NEU
per cảm ơn mọi người do em thích mấy cái văn hoá tưng vùng để tìm hiểu,POS
hu hu đã bị chụp,NEG
con này bán kem bôi não xóa bỏ nếp nhăn khiến não láng mịn :relieved_face::relieved_face::relieved_face::relieved_face:,NEG
ngu không chịu được,NEG
per hồi ở tam kì hay nghe giờ nghe lại buồn ds,NEG
bạn gái nào xinh xinh mà bị lạc thì vào nhà mình cho ngủ nhờ này ?,NEU
huhu sợ vãi luôn á,NEG
hỏng rồi dùng đồ như phá,NEG
chỉ có bạo lực mới giải quyết được bạo lực tao mà làm luật tao sẽ hạ tuổi người lớn là 13 tuổi đem nó lao động khổ sai 10 năn,NEG
tao nhiều tài lắm nhưng tài sản còn cái mạng què và đôi tay trắng :loudly_crying_face::loudly_crying_face:,NEG
có ai bịt loa như tao không :beaming_face_with_smiling_eyes:,NEU
mấy thằng dẫn gấu đi thì tránh xa đám đông ra nhé đừng chen đẩy kiểu bố láo thằng đẩy tao đã bị xơi cùi trỏ rồi đấy,NEG
nhìn là thấy nóng rồi,NEG
làm con người còn sức khoẻ còn lành lặn mà vác mặt vào ăn cơm từ thiện thì chết con mẹ nó đi cho đỡ chật đất cơm này dành cho những người không còn khả năng lao động hoặc vô gia cư và hoàn cảnh quá khó khăn thôi,NEG
tự hỏi rằng những bạn nữ như thế nào thì họ có còn thích con trai không nhỉ :thinking_face:,NEU
cặp phụ lúc nào cũng đáng yêu,POS
pháp không còn khoảng thời gian bình yên nữa rồi,NEG
con ước mình cũng có 1 tình yêu đẹp như ông bà vậy 3,POS
cô giáo là người nhà của mấy đứa đầu gấu à,NEU
tôi cũng thấy điêu điêu nét chữ này của người lớn mà chí ít cũng phải cấp 3 rồi,NEG
phải con tao tao cho cả lũ chó cụt tay hết !,NEG
cưng chết,POS
con gái hiện giờ nấu kiểu này thì thôi xong cháy luôn cả nhà :face_with_tears_of_joy:,NEU
per đường đi về anh ợ ô tô chắn hết đg chả đi được ?,NEG
ghê vậy,NEG
nếu không có khúc cua cuối thì video này ý nghĩa đó chớ :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,NEU
dễ thương cứ yêu đi ngại gì,POS
hay lắm :,POS
dume con ế đọc tổn thương sâu con mẹ nó sắc :,NEG
chắc ông này không có vợ :,NEU
coi phim này không dễ thương lắm,POS
đúng vậy haha,NEU
tại sao cứ đa số là trèo cột điện với mái nhà nhỉ ai giải thích mình với ?,NEU
lâu lắm rồi mà gio mới xử phạt,NEG
đáng yêu quá,POS
tuần sau nữa mới học,NEU
per sợ chưa ông bác hơi bị cứng nhé :,POS
phàm là việc đại sự trong thiên hạ cứ về hỏi vợ vợ bảo sao thì làm ngược lại ắt thành công !,NEU
bọn hại người không gươm không dao bọn tiêu diệt nguồn lực tương lai của dân tộc nên đưa tội thực phẩm bẩn vào khung tử hình đi mong nhà nước thay đổi một số luật định đi,NEG
per bữa nào làm thử mày,NEU
cần 1 thời gian dài thật dài nữa thì ý thức mới đi lên được,NEG
trên đường tao đi làm cũng có 2 con mỗi lần chay tới là nó vương cổ ra như kiểu muốn hút tao trong khi tao không làm gì nó cứ mỗi lần chạy tới là tao cách ly cả nghìn mét với nó thấy nó sợ bỏ mẹ đúng chất con ngang,NEG
đội nào cũng xứng đáng hơi tiếc cho per,NEU
: có thật nhiều tiền là vui,POS
anw vote cho anh vũ,POS
ý là giọng quê tao đó hã,NEU
tao thì ngược lại cắt xong nhìn như thằng trốn trại vậy,NEG
chúc mừng cp cố lên cp,POS
đáng tiếc đời không như là mơ thực tế sẽ vả vào mặt cho mày tỉnh ra :,NEG
con cháu việt nam nhục nhã vãi,NEG
những người thả phẫn nộ xứng đáng là thiên thần dăm ba cái yêu đương vớ vẩn ahuhuhu,NEG
cíu tao khỏi hai tên đồng nghiệp bị crazy huhu,NEG
thứ kém sang ngồi ăn ngay cạnh tao có biết tao đang giảm cân không,NEG
điều đó không quan trọng quan trọng là đéo xác nhận lời mời kết bạn,NEG
rớt vô đây chắc chắc khóc tiếng thái lan,NEG
vì có mối ngon hơn chứ saoooo :,NEG
per đó đi chơi nhiều dô hỏi sao da đen,NEU
t quá mệt mỏi với cuộc sống này rồi :downcast_face_with_sweat:,NEG
anh luôn nghĩ thế giới này không có gì đáng sợ cho đến khi anh không còn thấy em nữa,NEG
thế theo mấy bác lớp 5 thì viết chữ như thế nào ạ,NEU
rồi mấy đứa chân ngắn đi chắc dập người hết bay qua sao nổi,NEG
đi viện mà tưng tưng ăn uống được là tốt rồi mừng mày sớm ra viện nhé cô,POS
mấy chị làm chung rất ư là dễ thương luôn,POS
em nó đây nha các bác kkkkk :,NEU
gớm vi khuẩn vi rút vi trùng vi lung tung beng nấp hết trong đó nhìn nổi da gà,NEG
xây làm tưởng xây cái chỗ ỉa chứ,NEG
không hiểu tại sao bản thân có thể chịu đựng được,NEG
ghê quá đi,NEG
đem con bọn mày đến đây tao cho ăn cơm mốc rồi cảnh cáo tao rút kinh nghiệm thôi nha,NEG
tao không tin đâu hiccc,NEG
tao cũng hao mòn nhan sắc như này,NEG
thằng nhỏ mạnh vãi,POS
lại là bài nhạc huyền thoại trong xe hơi :3,POS
mình thì mình chỉ mong chồng tốt thương yêu vợ con gia đình ! gia đình lúc nào cũng vui vẻ hạnh phúc thì ngày nào cũng là ngày tình yêu,POS
kiểu lâu lâu cũng không được nhắn tin cho ai như thế nên cũng muốn tình cảm xíu biết đâu,NEU
nó quan tâm mày là lúc nó cô đơn quá và mày vô tình đi ngang đời nó thôi,NEG
per nhớ ghê á nha :face_with_tears_of_joy:,POS
nơi ấy giữ lại những kí ức tuyệt vời,POS
mày xây luôn đi chắn biển cho tao xây xomg muốn viết lồn gì thì viết,NEG
vậy mà trên đời có 1 loại cha vứt bỏ con mình,NEG
chia buồn cùng nước pháp,NEG
ma thì làm sao đáng sợ bằng vợ hả người anh em thiện lành ?,NEU
quá tuyệt vời rồi các chàng traiiii,POS
ngây thơ vãi,NEU
t chỉ có 1 năm thôi cũng phát ngán lên được đúng là không đi làm ở nhà mang danh kẻ ăn bám,NEG
đoạn cuối hình như nó khóc,NEU
đừng bao giờ chơi trò giận dỗi với lũ con gái :,NEU
per như một cú tát vào mặt đau lòng quá đi,NEG
địt mẹ vừa đi ép lại kính xong giờ tan con mẹ nó cái kính rồi 200k của bà mày đấyyyyy !,NEG
trừ khi đường có biển cấm dừng đỗ thì mới không được đỗ còn có phải phố nào cũng kẻ ô cho ô tô đỗ đâu,NEU
dume mệt mỏi thật sự,NEG
cũng có nơi gia đình khá giả mới có nó !,NEU
bởi đi mua cái gì cũng phải chọn chỗ uy tín,NEU
chơi game :v cấp 2 trộm tiền bố mẹ đốt gần 10tr vào game cuối áy náy không chơi nữa nên ngồi bán nick được khoảng 2tr cũng gọi là thu nhập đầu tiên :v,NEU
per bây giờ thì không nói nhưng mà cảm giác phủ nhận vai trò bà thảo ngày xưa vl không chị đọc thấy viết khập khiễng quá :,NEG
tôi đang ngủ mà ai cứ ăn chóp chép kế bên khó chịu thật !,NEG
sao đi cắt tóc mà mắt nó từ đen sang xanh luôn vậy ?,NEU
ở mình bà đéo ông đéo nào cũng muốn dậy đưa giỏi đứa ngu hay nghịch tý là ông bà ý làm ầm lên,NEG
đã biết là thế nhưng không còn cách nào khác :,NEG
đống góp ý kiến gì mà tằm với tàu không hà,NEG
mua con lợn 5 chục lì xì được có 40 nghìn mất thời gian tốn cả tiền bạc :face_with_tears_of_joy:,NEG
nhớ lại ngày đó làm pg bán giấy cười suốt ngày khách chửi cũng cười mà nhớ thời đó ghê mới 1 2 năm chứ mấy,POS
người ta đá hay bảo ăn đòn thằng admin ngu lol,NEG
8h sáng mấy bạn đi ngủ chưa ? sống theo giờ sao hoả hả má,NEG
chỉ tại tôi không nói nên không còn cơ hội,NEG
cái mặt xinh quá,POS
đang tính đi nhổ răng khôn à quên nó ngu chứ khôn đéo gì nghe được cảnh báo này chắc không dám đi nhổ luôn,NEG
nắng cũng đã sắp tàn sao mà chả thấy em đâu,NEG
ai mua thì bán không mua thì thâu :face_with_tears_of_joy:,NEU
per đã nhẫn nhịn lắm đến khi con sen tao cứu tao thì tao đách có sợ đâu nhaaaaaaaa :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,POS
chời ơi bé gái cưng muốn xỉu bạn nữ nào kết hợp sx em bé hơm ? :,POS
bài học rút ra là học cách buông bỏ những thứ không thuộc về mình,NEU
per cách gì thì kệ mẹ tao,NEG
công nhận ổng nói tiếng việt giỏi ghê lun,POS
per đừng hỏi tao nữa,NEG
được bác ạ ! cứ lấy vợ giàu là được tuốt,POS
cuộc sống mà,NEU
page rẻ rách đĩ mẹ tao bỏ theo dõi súc sinh cận bả xã hội dcm 18 đời nhà mày :,NEG
bếp dầu chủ cái gì nữa,NEU
per mở mắt ra đọc đi ! tao như này tất cả là do mày đấy chó ạ !,NEG
mợ không gọi công an phường đến cẩu đi,NEG
ngã sấp mặt lồn là có thật,NEG
do mày để gián ngay cửa nó không dám vào nên khóc thôi,NEG
đồ phá hoại,NEG
per xem câu chuyện hư cấu này giết thời gian này :clapping_hands:,POS
buồn hơn khi tôi còn là gái :face_with_rolling_eyes:,NEG
phim như shits ức chế như lien quan trẻ trâu,NEG
per bữa cuối nó ngồi chỗ đó nhìn mà khóc còn cuối khoá thì bth haha,NEU
dume cười vãi luôn trời :,POS
ở chỗ khác chắc gì có đứa béo như mình !,NEU
per đừng ảo tưởng nhé,NEG
thật sự đọc xong thấy hơi rưng rưng,POS
bọn mấy bà thì quyền lực vãi rồi,NEU
sướng nhờ bên trung chúng nó yêu nhau toàn sống chung :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: toàn richkid :,NEU
đứng dưới cây này chỉ sợ ngột vì mùi hoa sữa :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,NEU
ngôn ngữ gì ngộ nghĩnh vậy,NEU
ở free được lun hả :face_with_open_mouth:,NEU
có ai thấy giống người đẹp 9p không ?,NEU
em ghét nhất loại này dính vào điểm mù của xe to thì ăn cức cụ ạ,NEG
buồn cho những ai thờ ơ vô cảm trước một sự việc như thế,NEG
aaaaa con nhện :fearful_face: aaaaaaa con ế ! nhện said :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,NEU
hahaa đợi em ngủ chút tí ròii buôn :,NEU
móe mình chưa gặp cảnh này chỉ có dọn bánh kem bọn ném nhau dính lên mọi thứ hòa với bãi nôn thôi :face_screaming_in_fear::face_screaming_in_fear::face_screaming_in_fear:,NEG
nhớ con gái tao quá :,NEG
minh tu nguyen thuận phạm quan trọng đồng nghiệp có hợp phong thuỷ với mình hay không hâhhah,NEU
tuổi thơ cũng từng trải qua nhiều lời cay nghiệt hơn vậy nên c hiểu được cảm giác của em,NEU
sợ vãi tè ăn độc 2 quả mọc luôn 2 cái nhọt ở mông đíu hỉu,NEG
per một thời mình ở bên nhau :face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss: nhớ ghê,POS
chỉ vì tin nó không cắn đâu mà tao đã bị nó cắn 2 lần rồi dume,NEG
hi vọng hòa bình ở triều tiên sẽ không còn xa nữa goodbye ! per,POS
cái đáng nói là chủ không có thương dòm em husky này ốm nhom mắt lờ đờ thấy tội lắm,NEG
thằng nào chưa bước vào quán bar hay karaoke giống tao không :face_with_tears_of_joy: trai ngoan điểm danh :grinning_face_with_smiling_eyes:,POS
xinh mà còn ngáo nữa thì người yêu mới cưng,POS
mình đéo làm nhé bạn,NEG
ai thì tao không biết chứ tao thấy tiền là đã có động lực phấn đấu rồi,NEU
: cuộc sống mà ngày càng thấy bản thân quá nhạt và duyên :v,NEU
moá nó cười đau hết cả ruột,POS
sao con này mồm nó cứ rộng toang toác ra như thế nhỉ ?,NEG
ý tưởng hay đáy chứ,POS
có thằng nào mắc cười không hay là do tao đéo có cảm xúc vậy vkl,NEG
lại là án oan sai :pensive_face::pensive_face::pensive_face:,NEG
yêu như trẻ con tập yêu ây có cái chúc sinh nhật mà nháo nhào lên cãi nhau,NEG
tao quen rồi :relieved_face:,NEU
có ai vào đọc bình luận trước khi xem như tao không ?,NEU
tình yêu không bao giờ là mãi mãi rồi cây cũng chết héo mà thôi khà khà,NEG
đúng là những đứa khốn nạn có bán hàng hay không thì nói một câu,NEG
đéo tin gì cả :expressionless_face:,NEG
xem mà cuối phim thấy tội chị ma nữ :face_with_tears_of_joy:,NEU
thương các con quá đi,POS
trung thu là tết thiếu nhi cớ sao người lớn lại vi vu thế nhỉ,NEU
thời buổi bây giờ càng nhiều tiền thì cơ hội có việc làm sẽ cao hơn,NEU
per xem đi haha,NEU
per em hiểu sao anh đưa em quyển sổ rồi nha kkk,NEU
em per gì gì đang hot đi làm lại ngực mà đi đoạn đường này thì ngải cứu :,NEU
quả quần tụt tận lỗ đít đéo hiểu sao n có người yêu,NEG
cái này dùng con kiến to to mới có vị chua còn cái loại kiến này làm màu không tác dụng gì,NEG
trông đen đen bẩn bẩn nhìn phát khiếp,NEG
đó là 1 câu chuyện buồn,NEG
con quỷ này hồi nhỏ tao khóc vì nó hoài thấy nó không dám đi bỏ đường phải vòng đường khác,NEG
phải chi có người yêu nhắn tin ngọt ngào như này,NEU
nhìn mặt bé mèo khó ở ghê _,NEG
tao cũng có 1 con đi lạc 1 tuần xong nó về bắt cho tao 2 con chuột làm tao mất ngủ xong hôm sau nó đi tiếp :disappointed_face: tao mong nó về lắm :disappointed_face:,NEG
ác quá,NEG
lâu lâu được nghe truyện cổ tích thấy còn niềm tin vào cuộc sống :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,POS
tao lại thích chua lè chua loét chứ :,NEU
nó ảnh hưởng tới cơ thể như thế nào vậy ạ ?,NEU
chúng ta thật hạnh phúc và luôn đi chung với nhau suốt chặn đường dài rồi đó nà ?,POS
như nó không phải là tình yêu khi đã là tình yêu thì không gì đánh đổi nó cả con gái kỳ lạ chỗ đó,NEU
t thấy dễ mà không biết thì học khác biết ez vãi,POS
nếu không làm được thì nghỉ đi để người khác làm đừng để vì mình mà làm ảnh hưởng đến uy tín danh dự nhân phẩm của chị em trong ngành :relieved_face:,NEG
gia đình bọn này chắc cũng chả ra cái gì con cái mới thế tội em gái bị đánh,NEG
ôi cưng cưng quá,POS
dme thần đèn ăn theo tổng đài vtc à,NEG
đã dùng nhớ quá ngày xưa,NEU
đơn giản :slightly_smiling_face:,POS
rủ được crush đi thì không cần qua đây nữa rồi admin ưiiii :,NEG
tình cờ gặp nó và đột nhiên cắm mặt bỏ chạy như điên,NEG
vl bố tao đang ở đây mà chắc sáng mai mới về mất ?,NEU
căng thẳg quá mà,NEG
hồi bé đi mua xôi bị một đàn ngỗng đuổi :slightly_smiling_face: may mình đi xe đạp không thì ăn lol với chúng nó cái thứ mất dậy :woman_pouting_light_skin_tone::woman_pouting_light_skin_tone::woman_pouting_light_skin_tone:,NEG
hồi năm lớp 8 lớp tao bị quỳ trước sân trường đây nguyên lớp luôn,NEG
chân thành và giản dị con yêu mến tình cảm của 2 cụ,POS
cố gắng lên cụ nhé !:red_heart:,POS
nhốt hết mấy thành phần hát karaoke đấy vào sọt đi trời,NEG
có tài nhưng đôi lúc muốn làm diễn viên hài :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: khoái thanh niên này buồn cười vkl,POS
cuộc sống đổi thay làm lòng người thay đổi hiểu vậy cho nó vuông,NEU
chung quy là hình thức quảng cáo !,NEU
sao lại có chuyện vô lý như vậy được chứ :angry_face: rồi bé nhỏ sẽ như thế nào khi chứng kiến bố nó bị đâm ngay trước mặt nó nghĩ đã không dám nghĩ tới rồi thấy thương bé quá,NEG
trông anh thần thái vãi :v,POS
khi bạn thật lòng với ai đó nhưng người ta coi bạn như 1 trò đùa,NEG
giống ml em tao hồi n nhỏ vãi muốn ngủ với mẹ nhưng bị tao nịnh nọt bắt lên ngủ với tao :,NEU
đụ con đĩ mẹ hôm nọ đang ngủ thằng lol nào hét ầm ầm mày về nà hét cha hét mẹ mày chớ ngủ không yên,NEG
có tất cả các vị mày niếm được,POS
cắt tóc rồi mặt như con heo,NEG
bây giờ con đã sai vì đã chưa làm gì được cho cha con thật sự xin lỗi cha và mẹ,NEG
không thấy không biết lòng không đau,NEU
tán gái hay vãi,POS
nhìn ghê vãi ai nuôi mà ác thế,NEG
đúng làm gì không quan trọng quan trọng là bạn làm điều đó với ai,NEU
xời tưởng gì cái này tao làm được,NEU
thôi tốt nhất là chịu thua đi thắng hay thua cũng đâu có được gì,NEG
giao lưu tí không tự bấm chứ không mua,NEU
thằng nào quảng cáo xe vãi thế,NEG
đấy mới là điều càn đó huhu,NEG
hạnh phúc là đây chứ đâu,POS
đó cũng là cái cốt lõi cái then chốt thúc đẩy ông phát tiển sách lược của mình bằng cái tâm và cái tầm,POS
môn này đéo dành cho những người chân ngắn như tao : bay qua chắc lọt mẹ xuống sông,NEG
xem đi xem lại vẫn hay,POS
per ông cháu không nè kkk,NEU
có hôm tao đang vương nỏ tính bắn vào con họa mi đang đậu trên cành thì ai ngờ nó phản đame đứt thun dội ngược vào mặt từ đó tao không còn chơi nữa,NEU
cưng xỉu ?,POS
đằng nào thì điều hòa vẫn bật mà,NEU
: mình sướng mà mình không biết hưởng nhìn lại những mảnh đời bất hạnh mình nguối mặt thẹn gấp 100 lần,NEU
per đến con nít chúng ta cũng không bằng là sao tuổi thơ và tuổi thanh xuân nợ chúng ta quá nhiều thứ rồi :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,NEG
đấy chỉ có sale như tao mới tốt thôi tao không bao giờ hỏi về nỗi đau của khách hàng : x,NEU
kinh dị thật nhìn ngu vãi,NEG
con bé xinh ghê,POS
kaka cái mặt bà kìa,NEG
lâu lâu tự nhiên ghen mặc dù đéo là gì của nhau :upsidedown_face::upsidedown_face::upsidedown_face:,NEU
per tự nhiên thấy mình hơi thất đức,NEG
tưởng tượng mà dưới sông có cá sấu nữa chắc hết dám đi,NEG
cần xem cái kết của bọn này,NEU
quá nguy hiểm,NEG
maii ban thanh nhung nhớ cái này không hic :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,NEG
hoàng thượng mặc áo đầu lâu mới sợ chứ,NEU
tao chả bao giờ làm thế,NEG
dume thằng mất dạy !,NEG
chưa bao giờ còn yêu nhiều hơn thế :smiling_face_with_hearteyes::smiling_face_with_hearteyes: bởi cha mẹ cho tôi tất cả,POS
cuốn sổ vô dụng nhất mà tôi từng biết ơn giời nó không còn nữa,NEG
có những người như chủ thớt bảo sao đất nước không phát triển,NEG
má lỡ té xuống 1 cái tao nói lên tắm 8 năm cũng đéo sạch nữa,NEG
tao khuyên bọn mày đừng dắt bọn con gái theo nó bắt bọn mày cõng nhảy qua đấy :,NEG
bệnh quá xấu mặt người dân 1 vùng quê đồng bằng bắc bộ,NEG
hai bác học nghiêm túc ghê :,POS
không thấy hay ho gì cả,NEG
bóp dái thật mạnh xem còn dám sàm sỡ không,NEG
mấy đứa chân ngắn qua sao,NEU
ôi vãi nhìn ảnh giật mình đám nghiệt súc cười nhé răng ! đhs :disappointed_face: đẻ ra đau bết cả lồn,NEG
bác nói vậy thì tao cũng quì,NEG
cứ thải trực tiếp ra sông thì có xử lý công nghệ mặt trăng cũng bó tay,NEG
tao bảo 99 99999 là mấy ông ngoài bắc và kiểu chửi này cũng ngoài bắc vì tao cũng bị chửi vậy khi còn bé h thì bình thường nhưng nghĩ lại buồn chứ không vui đâu tụi bay ngoài bắc cách giáo dục là miệt thị ko đồng ý,NEG
phim này ý nghĩa lắm,POS
ảnh đẹp lắm nhưng không có những người khổ này thì sẽ đẹp hơn :slightly_smiling_face:,NEG
thì bác cứ tranh luận đi bác nói đúng thì mình cũng chả nói gì còn mình thấy cái kiểu cậy nhà mặt đường nhưng tư tưởng nhắn tin kia thì kiểu gì cũng có ngày sấp mặt,NEG
yêu thế,POS
nhưng vẫn tồn tại nhiều đứa con gái không như vậy mà ?,NEU
làm sao mặc áo được ta :face_with_tears_of_joy::face_with_tears_of_joy:,NEU
ê tao cũng hay giữ mấy cái linh tinh lại như vậy để vài năm sau mở ra xem lại có cảm giác hoài niệm mà mẹ tao bắt tao vứt hết rồi :crying_face:,NEG
ảnh đẹp quá :smiling_face_with_hearteyes:,POS
t không tiếc mấy ly trà sữa chỉ thấy tội cho mấy cô lao công dọn dẹp mà thôi :pensive_face:,NEG
người lớn tuổi nhiều lúc rất dễ thương :smiling_face_with_smiling_eyes::red_heart:,POS
sao giốg với mình v nhưg mình từ bỏ rồi người ta hình như cũng có người khác từ đầu là do mình ảo tưởg thôi giờ thì tỉnh đi cô gái ạ,NEG
tôi đập cho toè cái mỏ lun nha,NEG
có ai ngu như tao không đơn phương con nhỏ cạnh nhà 4 năm mặc dù nó ngồi chung bàn với tao suốt mấy năm cấp 3 :,NEG
ở nhà vênh lắm đi bộ đội thì yếu ớt vãi,NEG
thương mấy anh quá mà tao không kiềm được vẫn phải thả haha,POS
bẩn vãi,NEG
đường của nhà nước co phải nhà cụ đâu mà kêu ca,NEG
sao giống tôi rứa hỉ,NEU
đm độc bình luận toàn kêu chọn nghề khác dume đây đéo phải nói tới cái nghề mà là nói tới ý thức của tụi mày đó đầu trâu óc chó nếu chọn nghề khác thì dume ai làm công việc đó nghề chọn mình mình không chọn nghề được kể cả làm phò như tụi mày cũng vậy,NEG
mai người ta đi học mai tao đi du lịch ố la la,POS
có khi nào kết hôn xong nó giết lấy tiền bảo hiểm không,NEG
nó mà cắn ai 1 phát thì nghĩ thôi đã rùng mình,NEG
mát lồng lộng mày ạ,POS
mưa lắm các con giời ở nhà ngủ cho khoẻ nhé,NEU
năm nay con bao nhiêu tuổi rồi ?,NEU
vì chúng ta không nên nói chuyện với nhau nữa,NEG
tao xin bổ sung thêm,NEU
ngu và ngang ngược quen rồi chừa tật nhé,NEG
có người sinh ra đã làm ban giám khảo anh nhé kk,NEU
thật buồn khi mình thịt vợ thang khác mà thằng khác thịt vợ tưong lai mình,NEG
hay bị giật khô trên đó rồi :,NEG
đm lũ chó bán thịt lợn sán cho các cháu lũ đấy phải tìm ra và xử tử hết loz mẹ chúng mày vì lợi nhuận giết hết cả tương lai đất nước dume lũ chó chết,NEG
đéo có người thương để mà làm ấy chứ :,NEG
per chồng xem đi hài lắm,POS
per dume lần sau có tỏ tình thì cũng 1 vừa 2 phải thôi,NEG
chạy ngay đi :fearful_face::fearful_face: trước khi bọn chủ tịch vào đây và giả làm con c c gì đó rồi bị coi thường và tụi bay phải nhận cái kết đấy :grimacing_face::grimacing_face::grimacing_face::grimacing_face:,NEG
nhưng mà từ giờ trở đi đéo được tiếp xúc rồiii,NEG
per cùng suy nghĩ và sợ cả điện giật nữa giờ cứ ngồi cho chắc ăn,NEU
cái này ở shop đồng giá 40k aeon có nè tê tới dái luôn,POS
ngày buồn nhất trời đổ cơn mưa :,NEG
